year,unitid,inst_name,state_abbr,inst_control,institution_level,inst_status,degree_granting,open_public,title_iv_indicator,postsec_public_active,postsec_public_active_title_iv,inst_category,inst_size,sector,primarily_postsecondary,hbcu,tribal_college,offering_highest_degree,offering_highest_level,offering_undergrad,offering_grad,inst_affiliation,dist_progs_all,religious_affiliation,calendar_system,student_faculty_ratio,geo_longitude,geo_latitude,opeid,geocode_accuracy,inst_alias,state_fips_geo,address,county_fips_geo,puma,fips,tract,zip,block_group,phone_number,geoid_block,city,census_region,county_name,census_division,county_fips,csa,region,cbsa,urban_centric_locale,cbsa_name,cbsa_type,cbsa_city,place_fips,necta,geoid_place,longitude,place_name,latitude,class_code,congress_district_id,upper_chamber,state_leg_district_upper,upper_chamber_name,lower_chamber,state_leg_district_lower,lower_chamber_name,lower_chamber_type,disability_percentage
"2020","135364","Luther Rice College & Seminary","GA","Private not-for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Under 1,000","Private not-for-profit, four-year or above","Yes","No","No","Doctor's degree, research/scholarship","Doctor's degree","Yes","Yes","Private not-for-profit (religious affiliation)","No","Baptist","Semester","11","-84.12318","33.698128","03100900","Not applicable"," ","Georgia","3038 Evans Mill Road","13089","01205","Georgia","23418","30038-9869","1","7704841204","130890234181","Lithonia","South","DeKalb County","South Atlantic","13089","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Suburb, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","","","Not applicable","","-84.123177","","33.698128","","1304","13043","043","State Senate District 43","13093","093","State House District 93","State house district",""
"2020","495819","MAK Beauty Institute - Duluth","GA","Missing/not reported","Missing/not reported","Perfect child campus","Missing/not reported","Yes","Participates in Title IV federal financial aid programs","Not active","Institution is not active in current universe","Not applicable","Not applicable","Sector unknown (not active)","Yes","No","No","Missing/not reported","Missing/not reported","Missing/not reported","Missing/not reported","","","","","","-84.17083","33.983208","04256601","Not applicable"," ","Georgia","3980 Peachtree Industrial Boulevard Suite #400","13135","01505","Georgia","50309","30096-4846","2"," ","131350503092","Duluth","South","Gwinnett County","South Atlantic","13135","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Suburb, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","No","7248","Not applicable","1307248","-84.17083","Berkeley Lake city","33.983208","Governmentally active (incorporated)","1307","13048","048","State Senate District 48","13051","051","State House District 51","State house district",""
"2020","490221","MAK Beauty Institute","GA","Private for-profit","Less than two years (below associate's)","Active","No","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Under 1,000","Private for-profit, less-than-two-year","Yes","No","No","Non–degree granting","At least one, but less than two academic years","Yes","No","Private for-profit","No","Not applicable","Continuous","6","-84.14391","34.18637","04256600","Not applicable"," ","Georgia","570 Lakeland Plaza","13117","00800","Georgia","130406","30040-2783","3","7702929669","131171304063","Cumming","South","Forsyth County","South Atlantic","13117","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Suburb, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","","","Not applicable","","-84.143913","","34.186371","","1307","13027","027","State Senate District 27","13023","023","State House District 23","State house district",""
"2020","140447","Mercer University","GA","Private not-for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","5,000–9,999","Private not-for-profit, four-year or above","Yes","No","No","Doctor's degree, research/scholarship and professional practice","Doctor's degree","Yes","Yes","Private not-for-profit (no religious affiliation)","No","Not applicable","Semester","14","-83.64829","32.831787","00158000","Not applicable"," ","Georgia","1501 Mercer University Drive","13021","02700","Georgia","10500","31207","1","4783012700","130210105001","Macon","South","Bibb County","South Atlantic","13021","356","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","31420","City, midsize","Macon, GA","Metropolitan statistical area","Yes","49000","Not applicable","1349000","-83.648293","Macon city","32.831787","Governmentally active (incorporated)","1302","13026","026","State Senate District 26","13139","139","State House District 139","State house district","7"
"2020","140827","Miami Ad School-Atlanta","GA","Private for-profit","At least two but less than four years","Active","No","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Under 1,000","Private for-profit, two-year","Yes","No","No","Non–degree granting","At least two, but less than four academic years","Yes","No","Private for-profit","No","Not applicable","Quarter","9","-84.39618","33.812115","03125604","Not applicable"," ","Georgia","125 Bennett St NW","13121","01103","Georgia","9101","30309","3","30553831931014","131210091013","Atlanta","South","Fulton County","South Atlantic","13121","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","City, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","Yes","4000","Not applicable","1304000","-84.396179","Atlanta city","33.812115","Governmentally active (incorporated)","1305","13039","039","State Senate District 39","13055","055","State House District 55","State house district",""
"2020","482158","Middle Georgia State University","GA","Public","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","5,000–9,999","Public, four-year or above","Yes","No","No","Master's degree","Master's degree","Yes","Yes","Public","No","Not applicable","Semester","19","-83.732056","32.80809","00158100","Not applicable"," ","Georgia","100 University Parkway","13021","02700","Georgia","13603","31206","2","4784712700","130210136032","Macon","South","Bibb County","South Atlantic","13021","356","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","31420","City, midsize","Macon, GA","Metropolitan statistical area","Yes","49000","Not applicable","1349000","-83.732056","Macon city","32.80809","Governmentally active (incorporated)","1302","13026","026","State Senate District 26","13138","138","State House District 138","State house district",""
"2020","140553","Morehouse College","GA","Private not-for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","1,000–4,999","Private not-for-profit, four-year or above","Yes","Yes","No","Bachelor's degree","Bachelor's degree","Yes","No","Private not-for-profit (no religious affiliation)","No","Not applicable","Semester","15","-84.41492","33.745983","00158200","Not applicable"," ","Georgia","830 Westview Dr SW","13121","01104","Georgia","4300","30314","1","4706390999","131210043001","Atlanta","South","Fulton County","South Atlantic","13121","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","City, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","Yes","4000","Not applicable","1304000","-84.414917","Atlanta city","33.745983","Governmentally active (incorporated)","1305","13039","039","State Senate District 39","13055","055","State House District 55","State house district","17"
"2020","140562","Morehouse School of Medicine","GA","Private not-for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Under 1,000","Private not-for-profit, four-year or above","Yes","Yes","No","Doctor's degree, research/scholarship and professional practice","Doctor's degree","No","Yes","Private not-for-profit (no religious affiliation)","No","Not applicable","Semester","","-84.41186","33.74289","02482100","Not applicable","MSM","Georgia","720 Westview Drive, S.W.","13121","01104","Georgia","4300","30310","1","4047521500","131210043001","Atlanta","South","Fulton County","South Atlantic","13121","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","City, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","Yes","4000","Not applicable","1304000","-84.411858","Atlanta city","33.742889","Governmentally active (incorporated)","1305","13039","039","State Senate District 39","13056","056","State House District 56","State house district",""
"2020","494269","National American University-Kings Bay","GA","Private for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","Under 1,000","Private for-profit, four-year or above","Yes","No","No","Bachelor's degree","Bachelor's degree","Yes","No","Private for-profit","No","Not applicable","Quarter","1","-81.56737","30.809738","00405747","Not applicable"," ","Georgia","918 USS James Madison Road Bldg 1030","13039","03700","Georgia","10500","31547-2532","1","6057186550","130390105001","Kings Bay","South","Camden County","South Atlantic","13039","300","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","41220","Rural, fringe","St. Marys, GA","Micropolitan statistical area","","","Not applicable","","-81.567368","","30.809738","","1301","13003","003","State Senate District 3","13180","180","State House District 180","State house district",""
"2020","483638","New Horizons Medical Institute","GA","Private for-profit","At least two but less than four years","Active","No","Yes","Not currently participating in Title IV, has an OPE ID number","Active postsecondary institution","Non-Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Under 1,000","Private for-profit, two-year","Yes","No","No","Non–degree granting","At least two, but less than four academic years","Yes","No","Private for-profit","No","Not applicable","Differs by program","","-84.207375","33.91497","04221100","Not applicable"," ","Georgia","5675 Jimmy Carter Blvd Suite J","13135","01505","Georgia","50320","30071","2","7704470722","131350503202","Norcross","South","Gwinnett County","South Atlantic","13135","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Suburb, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","","","Not applicable","","-84.207375","","33.91497","","1307","13005","005","State Senate District 5","13096","096","State House District 96","State house district",""
"2020","485120","New Horizons Medical Institute-Winder","GA","Private for-profit","At least two but less than four years","Active","No","Yes","Not currently participating in Title IV, has an OPE ID number","Active postsecondary institution","Non-Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Under 1,000","Private for-profit, two-year","Yes","No","No","Non–degree granting","At least two, but less than four academic years","Yes","No","Private for-profit","No","Not applicable","Differs by program","","-83.71676","33.993797","04221101","Not applicable"," ","Georgia","138 Park Ave Suite 200","13013","00900","Georgia","180204","30680-2130","1","6789630387","130131802041","Winder","South","Barrow County","South Atlantic","13013","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Town, fringe","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","No","83420","Not applicable","1383420","-83.716759","Winder city","33.993797","Governmentally active (incorporated)","1310","13047","047","State Senate District 47","13108","108","State House District 108","State house district",""
"2020","140678","North Georgia Technical College","GA","Public","At least two but less than four years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, associate's and certificates","1,000–4,999","Public, two-year","Yes","No","No","Associate's degree","At least two, but less than four academic years","Yes","No","Public","No","Not applicable","Semester","15","-83.53012","34.63972","00561900","Not applicable"," ","Georgia","1500 Georgia Hwy 197 N","13137","00300","Georgia","202","30523","3","7067547700","131370002023","Clarkesville","South","Habersham County","South Atlantic","13137","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","18460","Rural, fringe","Cornelia, GA","Micropolitan statistical area","","","Not applicable","","-83.530121","","34.639721","","1309","13050","050","State Senate District 50","13010","010","State House District 10","State house district","4"
"2020","420431","Oconee Fall Line Technical College","GA","Public","At least two but less than four years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, associate's and certificates","1,000–4,999","Public, two-year","Yes","No","No","Associate's degree","At least two, but less than four academic years","Yes","No","Public","No","Not applicable","Semester","12","-82.83962","32.99669","03155500","Not applicable","Sandersville Regional Technical Institute","Georgia","1189 Deepstep Rd","13303","02500","Georgia","950300","31082","1","4785532050","133039503001","Sandersville","South","Washington County","South Atlantic","13303","Not applicable","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Not applicable","Rural, fringe","","Not applicable","No","68208","Not applicable","1368208","-82.839622","Sandersville city","32.996689","Governmentally active (incorporated)","1310","13023","023","State Senate District 23","13142","142","State House District 142","State house district",""
"2020","366465","Ogeechee Technical College","GA","Public","At least two but less than four years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, associate's and certificates","1,000–4,999","Public, two-year","Yes","No","No","Associate's degree","At least two, but less than four academic years","Yes","No","Public","No","Not applicable","Semester","16","-81.81852","32.395767","03030000","Not applicable"," ","Georgia","One Joseph E. Kennedy Blvd","13031","03300","Georgia","110300","30458","2","9126815500","130311103002","Statesboro","South","Bulloch County","South Atlantic","13031","496","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","44340","Town, distant","Statesboro, GA","Micropolitan statistical area","","","Not applicable","","-81.81852","","32.395767","","1312","13004","004","State Senate District 4","13156","156","State House District 156","State house district",""
"2020","140696","Oglethorpe University","GA","Private not-for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","1,000–4,999","Private not-for-profit, four-year or above","Yes","No","No","Bachelor's degree","Bachelor's degree","Yes","No","Private not-for-profit (no religious affiliation)","No","Not applicable","Semester","18","-84.33369","33.875443","00158600","Not applicable","Oglethorpe","Georgia","4484 Peachtree Road, NE","13089","01202","Georgia","21102","30319-2797","3","4042611441","130890211023","Atlanta","South","DeKalb County","South Atlantic","13089","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Suburb, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","No","56000","Not applicable","1356000","-84.333687","North Atlanta CDP","33.875443","Census-designated place","1306","13040","040","State Senate District 40","13080","080","State House District 80","State house district","11"
"2020","444796","Omnitech Institute","GA","Private for-profit","Less than two years (below associate's)","Active","No","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Under 1,000","Private for-profit, less-than-two-year","Yes","No","No","Non–degree granting","At least one, but less than two academic years","Yes","No","Private for-profit","No","Not applicable","Differs by program","10","-84.44755","33.61369","03812300","Not applicable"," ","Georgia","1800 Phoenix Blvd. Bldg 100 Suite 104","13063","01401","Georgia","40204","30349","2","4042848121","130630402042","Atlanta","South","Clayton County","South Atlantic","13063","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Suburb, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","No","17776","Not applicable","1317776","-84.447548","College Park city","33.613689","Governmentally active (incorporated)","1305","13034","034","State Senate District 34","13062","062","State House District 62","State house district",""
"2020","140720","Paine College","GA","Private not-for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Under 1,000","Private not-for-profit, four-year or above","Yes","Yes","No","Bachelor's degree","Bachelor's degree","Yes","No","Private not-for-profit (religious affiliation)","No","United Methodist","Semester","5","-81.993225","33.469543","00158700","Not applicable"," ","Georgia","1235 15th St","13245","02300","Georgia","1000","30901-3182","4","7068218200","132450010004","Augusta","South","Richmond County","South Atlantic","13245","Not applicable","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12260","City, midsize","Augusta-Richmond County, GA-SC","Metropolitan statistical area","Yes","4204","Not applicable","1304204","-81.993225","Augusta-Richmond County consolidated government (balance)","33.469543","Consolidated city portion","1312","13022","022","State Senate District 22","13121","121","State House District 121","State house district",""
"2020","454926","Paul Mitchell the School-Atlanta","GA","Private for-profit","Less than two years (below associate's)","Active","No","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Under 1,000","Private for-profit, less-than-two-year","Yes","No","No","Non–degree granting","At least one, but less than two academic years","Yes","No","Private for-profit","No","Not applicable","Continuous","20","-84.41497","33.781326","04147000","Not applicable"," ","Georgia","887 West Marietta Street Suite A","13121","01103","Georgia","700","30318","2","404888007024","131210007002","Atlanta","South","Fulton County","South Atlantic","13121","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","City, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","Yes","4000","Not applicable","1304000","-84.41497","Atlanta city","33.781326","Governmentally active (incorporated)","1305","13039","039","State Senate District 39","13055","055","State House District 55","State house district",""
"2020","454607","Paul Mitchell the School-Esani","GA","Private for-profit","Less than two years (below associate's)","Active","No","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Under 1,000","Private for-profit, less-than-two-year","Yes","No","No","Non–degree granting","At least one, but less than two academic years","Yes","No","Private for-profit","No","Not applicable","Continuous","13","-84.33367","34.042225","02577000","Not applicable"," ","Georgia","1003 Mansell Rd","13121","01102","Georgia","11421","30076","1","6787950999","131210114211","Roswell","South","Fulton County","South Atlantic","13121","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","City, small","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","No","1696","Not applicable","1301696","-84.333672","Alpharetta city","34.042225","Governmentally active (incorporated)","1306","13056","056","State Senate District 56","13047","047","State House District 47","State house district",""
"2020","140818","Piedmont University","GA","Private not-for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","1,000–4,999","Private not-for-profit, four-year or above","Yes","No","No","Doctor's degree, research/scholarship","Doctor's degree","Yes","Yes","Private not-for-profit (religious affiliation)","No","United Church of Christ","Semester","10","-83.54213","34.566044","00158800","Not applicable"," ","Georgia","1021 Central Ave","13137","00300","Georgia","500","30535-0010","3","7067783000","131370005003","Demorest","South","Habersham County","South Atlantic","13137","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","18460","Town, distant","Cornelia, GA","Micropolitan statistical area","No","22304","Not applicable","1322304","-83.54213","Demorest city","34.566044","Governmentally active (incorporated)","1309","13050","050","State Senate District 50","13010","010","State House District 10","State house district","5"
"2020","460826","Platt College-Miller-Motte Technical-Augusta","GA","Private for-profit","At least two but less than four years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, associate's and certificates","Under 1,000","Private for-profit, two-year","Yes","No","No","Associate's degree","Associate's degree","Yes","No","Private for-profit","No","Not applicable","Differs by program","41","-82.08698","33.494995","02306814","Not applicable"," ","Georgia","621 NW Frontage Road","13245","02300","Georgia","10204","30907-0921","2","7063968000","132450102042","Augusta","South","Richmond County","South Atlantic","13245","Not applicable","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12260","City, midsize","Augusta-Richmond County, GA-SC","Metropolitan statistical area","Yes","4204","Not applicable","1304204","-82.086983","Augusta-Richmond County consolidated government (balance)","33.494995","Consolidated city portion","1312","13023","023","State Senate District 23","13120","120","State House District 120","State house district",""
"2020","458441","Platt College-Miller-Motte Technical-Columbus","GA","Private for-profit","At least two but less than four years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, associate's and certificates","Under 1,000","Private for-profit, two-year","Yes","No","No","Associate's degree","Associate's degree","Yes","No","Private for-profit","No","Not applicable","Differs by program","27","-84.93591","32.479996","02306818","Not applicable"," ","Georgia","1800 Box Rd","13215","03000","Georgia","2100","31907","1","70622550005002","132150021001","Columbus","South","Muscogee County","South Atlantic","13215","194","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","17980","City, midsize","Columbus, GA-AL","Metropolitan statistical area","Yes","19000","Not applicable","1319000","-84.935913","Columbus city","32.479996","Governmentally active (incorporated)","1302","13015","015","State Senate District 15","13133","133","State House District 133","State house district",""
"2020","475060","Platt College-Miller-Motte Technical-Macon","GA","Private for-profit","At least two but less than four years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, associate's and certificates","Under 1,000","Private for-profit, two-year","Yes","No","No","Associate's degree","Associate's degree","Yes","No","Private for-profit","No","Not applicable","Differs by program","37","-83.687065","32.89782","02306825","Not applicable"," ","Georgia","175 Tom Hill Sr Blvd","13021","02700","Georgia","13407","31210","2","4788034800","130210134072","Macon","South","Bibb County","South Atlantic","13021","356","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","31420","City, midsize","Macon, GA","Metropolitan statistical area","","","Not applicable","","-83.687065","","32.89782","","1308","13018","018","State Senate District 18","13137","137","State House District 137","State house district",""
"2020","138868","Point University","GA","Private not-for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","1,000–4,999","Private not-for-profit, four-year or above","Yes","No","No","Master's degree","Master's degree","Yes","Yes","Private not-for-profit (religious affiliation)","No","Christian Churches and Churches of Christ","Semester","13","-85.18493","32.87912","00154700","Not applicable","Point U","Georgia","507 West 10th Street","13285","02900","Georgia","961000","31833","2","7063851000","132859610002","West Point","South","Troup County","South Atlantic","13285","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","29300","Town, distant","LaGrange, GA","Micropolitan statistical area","No","82132","Not applicable","1382132","-85.184929","West Point city","32.87912","Governmentally active (incorporated)","1303","13029","029","State Senate District 29","13129","129","State House District 129","State house district",""
"2020","139506","Pro Way Hair School","GA","Private for-profit","Less than two years (below associate's)","Active","No","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Under 1,000","Private for-profit, less-than-two-year","Yes","No","No","Non–degree granting","At least one, but less than two academic years","Yes","No","Private for-profit","No","Not applicable","Continuous","10","-84.205185","33.801804","01205100","Not applicable"," ","Georgia","5684 Memorial Dr","13089","01206","Georgia","21908","30083-3254","1","4042995156","130890219081","Stone Mountain","South","DeKalb County","South Atlantic","13089","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Suburb, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","","","Not applicable","","-84.205185","","33.801804","","1304","13041","041","State Senate District 41","13087","087","State House District 87","State house district",""
"2020","457466","Profile Institute of Barber-Styling","GA","Private for-profit","Less than two years (below associate's)","Active","No","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Under 1,000","Private for-profit, less-than-two-year","Yes","No","No","Non–degree granting","At least one, but less than two academic years","Yes","No","Private for-profit","No","Not applicable","Continuous","15","-84.388054","33.681423","04149900","Not applicable","Profile","Georgia","26 Cleveland Ave SE","13121","01105","Georgia","7001","30315","2","4045590704","131210070012","Atlanta","South","Fulton County","South Atlantic","13121","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","City, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","Yes","4000","Not applicable","1304000","-84.388054","Atlanta city","33.681423","Governmentally active (incorporated)","1305","13036","036","State Senate District 36","13060","060","State House District 60","State house district",""
"2020","490230","Reformed University","GA","Private not-for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Under 1,000","Private not-for-profit, four-year or above","Yes","No","No","Master's degree","Master's degree","Yes","Yes","Private not-for-profit (religious affiliation)","No","Presbyterian","Semester","15","-84.07814","33.971966","04256700","Not applicable"," ","Georgia","1724 Atkinson Road","13135","01501","Georgia","50511","30043-5604","3","7702322717","131350505113","Lawrenceville","South","Gwinnett County","South Atlantic","13135","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Suburb, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","","","Not applicable","","-84.07814","","33.971966","","1307","13005","005","State Senate District 5","13101","101","State House District 101","State house district",""
"2020","140872","Reinhardt University","GA","Private not-for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","1,000–4,999","Private not-for-profit, four-year or above","Yes","No","No","Master's degree","Master's degree","Yes","Yes","Private not-for-profit (religious affiliation)","No","United Methodist","Semester","13","-84.55426","34.319756","00158900","Not applicable"," ","Georgia","7300 Reinhardt Circle","13057","01900","Georgia","90200","30183-2981","1","7707205600","130570902001","Waleska","South","Cherokee County","South Atlantic","13057","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","Rural, fringe","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","No","79948","Not applicable","1379948","-84.55426","Waleska city","34.319756","Governmentally active (incorporated)","1311","13027","027","State Senate District 27","13021","021","State House District 21","State house district","9"
"2020","419235","Rivertown School of Beauty Barber Skin Care and Nails","GA","Private for-profit","Less than two years (below associate's)","Active","No","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Under 1,000","Private for-profit, less-than-two-year","Yes","No","No","Non–degree granting","At least one, but less than two academic years","Yes","No","Private for-profit","No","Not applicable","Continuous","14","-84.97068","32.51013","03102000","Not applicable","Rivertown School of Beauty","Georgia","4747 Hamilton Road, Suite E","13215","03000","Georgia","300","31904","2","7066536561","132150003002","Columbus","South","Muscogee County","South Atlantic","13215","194","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","17980","City, midsize","Columbus, GA-AL","Metropolitan statistical area","Yes","19000","Not applicable","1319000","-84.97068","Columbus city","32.510132","Governmentally active (incorporated)","1303","13015","015","State Senate District 15","13131","131","State House District 131","State house district",""
"2020","476948","SAE Institute of Technology-Atlanta","GA","Private for-profit","At least two but less than four years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, associate's and certificates","Under 1,000","Private for-profit, two-year","Yes","No","No","Associate's degree","Associate's degree","Yes","No","Private for-profit","No","Not applicable","Continuous","15","-84.38696","33.75993","03830302","Not applicable"," ","Georgia","215 Peachtree Street","13121","01104","Georgia","1900","30303-1736","2","9544150901","131210019002","Atlanta","South","Fulton County","South Atlantic","13121","122","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","12060","City, large","Atlanta-Sandy Springs-Marietta, GA","Metropolitan statistical area","Yes","4000","Not applicable","1304000","-84.386963","Atlanta city","33.75993","Governmentally active (incorporated)","1305","13036","036","State Senate District 36","13056","056","State House District 56","State house district",""
"2020","140951","Savannah College of Art and Design","GA","Private not-for-profit","Four or more years","Active","Yes","Yes","Participates in Title IV federal financial aid programs","Active postsecondary institution","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","10,000–19,999","Private not-for-profit, four-year or above","Yes","No","No","Master's degree","Master's degree","Yes","Yes","Private not-for-profit (no religious affiliation)","No","Not applicable","Quarter","18","-81.09385","32.072964","02141500","Not applicable","SCAD","Georgia","342 Bull St","13051","03400","Georgia","900","31402-3146","1","9125255000","130510009001","Savannah","South","Chatham County","South Atlantic","13051","496","Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","42340","City, midsize","Savannah, GA","Metropolitan statistical area","Yes","69000","Not applicable","1369000","-81.093849","Savannah city","32.072964","Governmentally active (incorporated)","1301","13002","002","State Senate District 2","13160","160","State House District 160","State house district","11"
